Roster Month/Year,Start,End,Block Total,Flight,Origin,City_Origin,Country_Origin,Latitude_Origin,Longitude_Origin,Destination,City_Destination,Country_Destination,Latitude_Destination,Longitude_Destination,Aircraft Type,Rank
Feb-2014,2014-02-24 23:13:00,2014-02-25 06:52:00,0 days 07:39:00.000000000,VS28,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Mar-2014,2014-02-28 20:36:00,2014-03-01 07:43:00,0 days 11:07:00.000000000,VS601,LHR,London,United Kingdom,51.4706,-0.461941,JNB,Johannesburg,South Africa,-26.1392,28.246,346,CC
Mar-2014,2014-03-02 19:21:00,2014-03-03 06:42:00,0 days 11:21:00.000000000,VS602,JNB,Johannesburg,South Africa,-26.1392,28.246,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Mar-2014,2014-03-07 12:23:00,2014-03-07 22:44:00,0 days 10:21:00.000000000,VS5,LHR,London,United Kingdom,51.4706,-0.461941,MIA,Miami,United States,25.79319953918457,-80.29060363769531,744,CC
Mar-2014,2014-03-09 01:00:00,2014-03-09 09:17:00,0 days 08:17:00.000000000,VS6,MIA,Miami,United States,25.79319953918457,-80.29060363769531,LHR,London,United Kingdom,51.4706,-0.461941,744,CC
Mar-2014,2014-03-12 11:57:00,2014-03-12 00:00:00,0 days 12:02:00.000000000,VS900,LHR,London,United Kingdom,51.4706,-0.461941,NRT,Tokyo,Japan,35.764701843299996,140.386001587,346,CC
Mar-2014,2014-03-15 02:50:00,2014-03-15 15:25:00,0 days 12:35:00.000000000,VS901,NRT,Tokyo,Japan,35.764701843299996,140.386001587,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Mar-2014,2014-03-19 21:44:00,2014-03-20 05:53:00,0 days 08:09:00.000000000,VS300,LHR,London,United Kingdom,51.4706,-0.461941,DEL,Delhi,India,28.5665,77.103104,333,CC
Mar-2014,2014-03-21 09:02:00,2014-03-21 18:57:00,0 days 09:55:00.000000000,VS301,DEL,Delhi,India,28.5665,77.103104,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Mar-2014,2014-03-24 17:28:00,2014-03-25 01:36:00,0 days 08:08:00.000000000,VS9,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,333,CC
Mar-2014,2014-03-26 03:35:00,2014-03-26 10:50:00,0 days 07:15:00.000000000,VS10,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Mar-2014,2014-03-29 11:27:00,2014-03-29 19:37:00,0 days 08:10:00.000000000,VS21,LHR,London,United Kingdom,51.4706,-0.461941,IAD,Washington,United States,38.94449997,-77.45580292,333,CC
Mar-2014,2014-03-30 22:45:00,2014-03-31 06:08:00,0 days 07:23:00.000000000,VS22,IAD,Washington,United States,38.94449997,-77.45580292,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Apr-2014,2014-04-03 09:35:00,2014-04-03 18:50:00,0 days 09:15:00.000000000,VS354,LHR,London,United Kingdom,51.4706,-0.461941,BOM,Mumbai,India,19.088699340799998,72.8678970337,333,CC
Apr-2014,2014-04-04 21:17:00,2014-04-05 07:33:00,0 days 10:16:00.000000000,VS355,BOM,Mumbai,India,19.088699340799998,72.8678970337,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Apr-2014,2014-04-08 12:00:00,2014-04-08 21:38:00,0 days 09:38:00.000000000,VS15,LGW,London,United Kingdom,51.148102,-0.190278,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,744,CC
Apr-2014,2014-04-10 00:13:00,2014-04-10 07:49:00,0 days 07:36:00.000000000,VS16,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Apr-2014,2014-04-13 09:46:00,2014-04-13 18:35:00,0 days 08:49:00.000000000,VS354,LHR,London,United Kingdom,51.4706,-0.461941,BOM,Mumbai,India,19.088699340799998,72.8678970337,333,CC
Apr-2014,2014-04-14 21:05:00,2014-04-15 07:07:00,0 days 10:02:00.000000000,VS355,BOM,Mumbai,India,19.088699340799998,72.8678970337,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Apr-2014,2014-04-18 14:07:00,2014-04-19 01:38:00,0 days 11:31:00.000000000,VS250,LHR,London,United Kingdom,51.4706,-0.461941,PVG,Shanghai,China,31.143400192260746,121.80500030517578,346,CC
Apr-2014,2014-04-21 03:39:00,2014-04-21 16:34:00,0 days 12:55:00.000000000,VS251,PVG,Shanghai,China,31.143400192260746,121.80500030517578,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Apr-2014,2014-04-25 10:22:00,2014-04-25 19:24:00,0 days 09:02:00.000000000,VS27,LGW,London,United Kingdom,51.148102,-0.190278,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,744,CC
Apr-2014,2014-04-26 22:34:00,2014-04-27 06:34:00,0 days 08:00:00.000000000,VS28,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
May-2014,2014-05-05 14:39:00,2014-05-06 02:14:00,0 days 11:35:00.000000000,VS23,LHR,London,United Kingdom,51.4706,-0.461941,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,343,CC
May-2014,2014-05-08 04:43:00,2014-05-08 15:37:00,0 days 10:54:00.000000000,VS24,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
May-2014,2014-05-12 08:39:00,2014-05-12 16:35:00,0 days 07:56:00.000000000,VS1,LHR,London,United Kingdom,51.4706,-0.461941,EWR,Newark,United States,40.69250106811523,-74.168701171875,333,CC
May-2014,2014-05-13 11:14:00,2014-05-13 18:11:00,0 days 06:57:00.000000000,VS18,EWR,Newark,United States,40.69250106811523,-74.168701171875,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
May-2014,2014-05-16 14:13:00,2014-05-17 01:13:00,0 days 11:00:00.000000000,VS250,LHR,London,United Kingdom,51.4706,-0.461941,PVG,Shanghai,China,31.143400192260746,121.80500030517578,346,CC
May-2014,2014-05-19 03:22:00,2014-05-19 16:46:00,0 days 13:24:00.000000000,VS251,PVG,Shanghai,China,31.143400192260746,121.80500030517578,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
May-2014,2014-05-21 11:53:00,2014-05-21 21:20:00,0 days 09:27:00.000000000,VS65,LGW,London,United Kingdom,51.148102,-0.190278,MBJ,Montego Bay,Jamaica,18.503700256347656,-77.91339874267578,744,CC
May-2014,2014-05-24 00:51:00,2014-05-24 09:41:00,0 days 08:50:00.000000000,VS66,MBJ,Montego Bay,Jamaica,18.503700256347656,-77.91339874267578,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
May-2014,2014-05-27 10:28:00,2014-05-27 18:52:00,0 days 08:24:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,343,CC
May-2014,2014-05-28 23:44:00,2014-05-29 08:17:00,0 days 08:33:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,343,CC
Jun-2014,2014-06-01 10:24:00,2014-06-01 21:08:00,0 days 10:44:00.000000000,VS43,LGW,London,United Kingdom,51.148102,-0.190278,LAS,Las Vegas,United States,36.08010101,-115.15200039999999,744,CC
Jun-2014,2014-06-04 00:53:00,2014-06-04 10:30:00,0 days 09:37:00.000000000,VS44,LAS,Las Vegas,United States,36.08010101,-115.15200039999999,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Jun-2014,2014-06-08 10:53:00,2014-06-08 21:51:00,0 days 10:58:00.000000000,VS7,LHR,London,United Kingdom,51.4706,-0.461941,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,744,CC
Jun-2014,2014-06-11 00:01:00,2014-06-11 10:12:00,0 days 10:11:00.000000000,VS8,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,LHR,London,United Kingdom,51.4706,-0.461941,744,CC
Jun-2014,2014-06-15 19:28:00,2014-06-16 02:54:00,0 days 07:26:00.000000000,VS17,LHR,London,United Kingdom,51.4706,-0.461941,EWR,Newark,United States,40.69250106811523,-74.168701171875,346,CC
Jun-2014,2014-06-16 23:26:00,2014-06-17 06:49:00,0 days 07:23:00.000000000,VS2,EWR,Newark,United States,40.69250106811523,-74.168701171875,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jun-2014,2014-06-20 13:20:00,2014-06-21 00:06:00,0 days 10:46:00.000000000,VS19,LHR,London,United Kingdom,51.4706,-0.461941,SFO,San Francisco,United States,37.61899948120117,-122.375,744,CC
Jun-2014,2014-06-23 01:40:00,2014-06-23 11:39:00,0 days 09:59:00.000000000,VS20,SFO,San Francisco,United States,37.61899948120117,-122.375,LHR,London,United Kingdom,51.4706,-0.461941,744,CC
Jun-2014,2014-06-27 15:12:00,2014-06-27 15:58:00,0 days 00:46:00.000000000,VS15,LHR,London,United Kingdom,51.4706,-0.461941,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Jun-2014,2014-06-27 18:31:00,2014-06-28 03:20:00,0 days 08:49:00.000000000,VS15,LGW,London,United Kingdom,51.148102,-0.190278,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,744,CC
Jun-2014,2014-06-28 23:57:00,2014-06-29 08:01:00,0 days 08:04:00.000000000,VS16,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Jul-2014,2014-07-02 19:52:00,2014-07-03 03:36:00,0 days 07:44:00.000000000,VS17,LHR,London,United Kingdom,51.4706,-0.461941,EWR,Newark,United States,40.69250106811523,-74.168701171875,346,CC
Jul-2014,2014-07-03 23:45:00,2014-07-04 08:15:00,0 days 08:30:00.000000000,VS2,EWR,Newark,United States,40.69250106811523,-74.168701171875,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jul-2014,2014-07-07 09:54:00,2014-07-07 18:34:00,0 days 08:40:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,346,CC
Jul-2014,2014-07-08 23:30:00,2014-07-09 06:58:00,0 days 07:28:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Jul-2014,2014-07-22 14:45:00,2014-07-23 02:16:00,0 days 11:31:00.000000000,VS23,LHR,London,United Kingdom,51.4706,-0.461941,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,346,CC
Jul-2014,2014-07-25 04:50:00,2014-07-25 15:47:00,0 days 10:57:00.000000000,VS24,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Jul-2014,2014-07-29 11:01:00,2014-07-29 21:39:00,0 days 10:38:00.000000000,VS43,LGW,London,United Kingdom,51.148102,-0.190278,LAS,Las Vegas,United States,36.08010101,-115.15200039999999,744,CC
Aug-2014,2014-07-31 23:40:00,2014-08-01 09:33:00,0 days 09:53:00.000000000,VS44,LAS,Las Vegas,United States,36.08010101,-115.15200039999999,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Aug-2014,2014-08-05 10:50:00,2014-08-05 21:39:00,0 days 10:49:00.000000000,VS7,LHR,London,United Kingdom,51.4706,-0.461941,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,744,CC
Aug-2014,2014-08-07 23:55:00,2014-08-08 10:09:00,0 days 10:14:00.000000000,VS8,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,LHR,London,United Kingdom,51.4706,-0.461941,744,CC
Aug-2014,2014-08-23 10:15:00,2014-08-23 21:41:00,0 days 11:26:00.000000000,VS7,LHR,London,United Kingdom,51.4706,-0.461941,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,744,CC
Aug-2014,2014-08-25 23:52:00,2014-08-26 10:08:00,0 days 10:16:00.000000000,VS8,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,LHR,London,United Kingdom,51.4706,-0.461941,744,CC
Aug-2014,2014-08-30 11:58:00,2014-08-30 23:08:00,0 days 11:10:00.000000000,VS19,LHR,London,United Kingdom,51.4706,-0.461941,SFO,San Francisco,United States,37.61899948120117,-122.375,744,CC
Sep-2014,2014-09-02 02:41:00,2014-09-02 12:45:00,0 days 10:04:00.000000000,VS20,SFO,San Francisco,United States,37.61899948120117,-122.375,LHR,London,United Kingdom,51.4706,-0.461941,744,CC
Sep-2014,2014-09-06 14:19:00,2014-09-06 22:53:00,0 days 08:34:00.000000000,VS15,LGW,London,United Kingdom,51.148102,-0.190278,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,744,CC
Sep-2014,2014-09-07 23:43:00,2014-09-08 07:59:00,0 days 08:16:00.000000000,VS16,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Sep-2014,2014-09-11 09:31:00,2014-09-11 19:01:00,0 days 09:30:00.000000000,VS354,LHR,London,United Kingdom,51.4706,-0.461941,BOM,Mumbai,India,19.088699340799998,72.8678970337,333,CC
Sep-2014,2014-09-12 21:05:00,2014-09-13 06:37:00,0 days 09:32:00.000000000,VS355,BOM,Mumbai,India,19.088699340799998,72.8678970337,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Sep-2014,2014-09-17 14:15:00,2014-09-18 01:35:00,0 days 11:20:00.000000000,VS250,LHR,London,United Kingdom,51.4706,-0.461941,PVG,Shanghai,China,31.143400192260746,121.80500030517578,346,CC
Sep-2014,2014-09-20 03:40:00,2014-09-20 16:25:00,0 days 12:45:00.000000000,VS251,PVG,Shanghai,China,31.143400192260746,121.80500030517578,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Sep-2014,2014-09-23 14:14:00,2014-09-24 01:28:00,0 days 11:14:00.000000000,VS250,LHR,London,United Kingdom,51.4706,-0.461941,PVG,Shanghai,China,31.143400192260746,121.80500030517578,346,CC
Sep-2014,2014-09-26 03:40:00,2014-09-26 16:26:00,0 days 12:46:00.000000000,VS251,PVG,Shanghai,China,31.143400192260746,121.80500030517578,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Oct-2014,2014-10-02 21:20:00,2014-10-03 09:27:00,0 days 12:07:00.000000000,VS200,LHR,London,United Kingdom,51.4706,-0.461941,HKG,Hong Kong,Hong Kong,22.308901000000002,113.915001,346,CC
Oct-2014,2014-10-05 15:25:00,2014-10-06 04:03:00,0 days 12:38:00.000000000,VS201,HKG,Hong Kong,Hong Kong,22.308901000000002,113.915001,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Oct-2014,2014-10-10 10:00:00,2014-10-10 18:40:00,0 days 08:40:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,343,CC
Oct-2014,2014-10-11 23:41:00,2014-10-12 07:30:00,0 days 07:49:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,343,CC
Oct-2014,2014-10-25 09:39:00,2014-10-25 17:49:00,0 days 08:10:00.000000000,VS29,LGW,London,United Kingdom,51.148102,-0.190278,BGI,Bridgetown,Barbados,13.0746002197,-59.492500305200004,333,CC
Oct-2014,2014-10-26 21:49:00,2014-10-27 06:21:00,0 days 08:32:00.000000000,VS30,BGI,Bridgetown,Barbados,13.0746002197,-59.492500305200004,LGW,London,United Kingdom,51.148102,-0.190278,333,CC
Nov-2014,2014-10-31 21:23:00,2014-11-01 09:07:00,0 days 11:44:00.000000000,VS200,LHR,London,United Kingdom,51.4706,-0.461941,HKG,Hong Kong,Hong Kong,22.308901000000002,113.915001,346,CC
Nov-2014,2014-11-03 15:47:00,2014-11-04 04:54:00,0 days 13:07:00.000000000,VS201,HKG,Hong Kong,Hong Kong,22.308901000000002,113.915001,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Nov-2014,2014-11-08 10:41:00,2014-11-08 18:45:00,0 days 08:04:00.000000000,VS29,LGW,London,United Kingdom,51.148102,-0.190278,BGI,Bridgetown,Barbados,13.0746002197,-59.492500305200004,744,CC
Nov-2014,2014-11-11 22:19:00,2014-11-12 06:17:00,0 days 07:58:00.000000000,VS30,BGI,Bridgetown,Barbados,13.0746002197,-59.492500305200004,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Nov-2014,2014-11-21 20:40:00,2014-11-22 03:36:00,0 days 06:56:00.000000000,VS400,LHR,London,United Kingdom,51.4706,-0.461941,DXB,Dubai,United Arab Emirates,25.252799987800003,55.3643989563,333,CC
Nov-2014,2014-11-24 06:05:00,2014-11-24 14:03:00,0 days 07:58:00.000000000,VS401,DXB,Dubai,United Arab Emirates,25.252799987800003,55.3643989563,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Dec-2014,2014-11-30 22:35:00,2014-12-01 05:07:00,0 days 06:32:00.000000000,VS651,LHR,London,United Kingdom,51.4706,-0.461941,LOS,Lagos,Nigeria,6.5773701667785645,3.321160078048706,346,CC
Dec-2014,2014-12-02 09:47:00,2014-12-02 16:20:00,0 days 06:33:00.000000000,VS652,LOS,Lagos,Nigeria,6.5773701667785645,3.321160078048706,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Dec-2014,2014-12-18 08:56:00,2014-12-18 18:16:00,0 days 09:20:00.000000000,VS89,LGW,London,United Kingdom,51.148102,-0.190278,UVF,Hewandorra,Saint Lucia,13.7332,-60.952599,333,CC
Dec-2014,2014-12-21 21:23:00,2014-12-22 05:44:00,0 days 08:21:00.000000000,VS32,UVF,Hewandorra,Saint Lucia,13.7332,-60.952599,LGW,London,United Kingdom,51.148102,-0.190278,333,CC
Dec-2014,2014-12-25 17:35:00,2014-12-26 01:18:00,0 days 07:43:00.000000000,VS11,LHR,London,United Kingdom,51.4706,-0.461941,BOS,Boston,United States,42.36429977,-71.00520325,789,CC
Dec-2014,2014-12-28 11:31:00,2014-12-28 12:05:00,0 days 00:34:00.000000000,VS21,LHR,London,United Kingdom,51.4706,-0.461941,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Dec-2014,2014-12-27 12:42:00,2014-12-28 21:23:00,0 days 08:41:00.000000000,VS21,LHR,London,United Kingdom,51.4706,-0.461941,IAD,Washington,United States,38.94449997,-77.45580292,333,CC
Dec-2014,2014-12-30 00:09:00,2014-12-30 07:03:00,0 days 06:54:00.000000000,VS22,IAD,Washington,United States,38.94449997,-77.45580292,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jan-2015,2015-01-04 12:41:00,2015-01-04 22:17:00,0 days 09:36:00.000000000,VS65,LGW,London,United Kingdom,51.148102,-0.190278,MBJ,Montego Bay,Jamaica,18.503700256347656,-77.91339874267578,744,CC
Jan-2015,2015-01-08 00:05:00,2015-01-08 08:05:00,0 days 08:00:00.000000000,VS66,MBJ,Montego Bay,Jamaica,18.503700256347656,-77.91339874267578,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Jan-2015,2015-01-11 12:25:00,2015-01-11 22:38:00,0 days 10:13:00.000000000,VS65,LGW,London,United Kingdom,51.148102,-0.190278,MBJ,Montego Bay,Jamaica,18.503700256347656,-77.91339874267578,744,CC
Jan-2015,2015-01-15 00:00:00,2015-01-15 08:45:00,0 days 08:45:00.000000000,VS66,MBJ,Montego Bay,Jamaica,18.503700256347656,-77.91339874267578,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Jan-2015,2015-01-30 14:35:00,2015-01-30 22:17:00,0 days 07:42:00.000000000,VS45,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,744,CC
Feb-2015,2015-02-02 00:30:00,2015-02-02 07:16:00,0 days 06:46:00.000000000,VS46,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,744,CC
Feb-2015,2015-02-16 17:35:00,2015-02-17 01:01:00,0 days 07:26:00.000000000,VS11,LHR,London,United Kingdom,51.4706,-0.461941,BOS,Boston,United States,42.36429977,-71.00520325,789,CC
Feb-2015,2015-02-19 03:10:00,2015-02-19 09:33:00,0 days 06:23:00.000000000,VS12,BOS,Boston,United States,42.36429977,-71.00520325,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Mar-2015,2015-03-01 14:30:00,2015-03-01 22:56:00,0 days 08:26:00.000000000,VS45,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,333,CC
Mar-2015,2015-03-03 00:58:00,2015-03-03 07:43:00,0 days 06:45:00.000000000,VS46,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Mar-2015,2015-03-05 17:00:00,2015-03-06 01:58:00,0 days 08:58:00.000000000,VS21,LHR,London,United Kingdom,51.4706,-0.461941,IAD,Washington,United States,38.94449997,-77.45580292,789,CC
Mar-2015,2015-03-07 00:30:00,2015-03-07 07:05:00,0 days 06:35:00.000000000,VS22,IAD,Washington,United States,38.94449997,-77.45580292,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Mar-2015,2015-03-09 11:20:00,2015-03-09 21:46:00,0 days 10:26:00.000000000,VS43,LGW,London,United Kingdom,51.148102,-0.190278,LAS,Las Vegas,United States,36.08010101,-115.15200039999999,744,CC
Mar-2015,2015-03-13 00:35:00,2015-03-13 10:28:00,0 days 09:53:00.000000000,VS44,LAS,Las Vegas,United States,36.08010101,-115.15200039999999,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Mar-2015,2015-03-17 08:34:00,2015-03-17 16:17:00,0 days 07:43:00.000000000,VS3,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,333,CC
Mar-2015,2015-03-18 13:11:00,2015-03-18 20:38:00,0 days 07:27:00.000000000,VS26,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Mar-2015,2015-03-21 13:12:00,2015-03-21 22:21:00,0 days 09:09:00.000000000,VS15,LGW,London,United Kingdom,51.148102,-0.190278,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,744,CC
Mar-2015,2015-03-23 00:59:00,2015-03-23 09:01:00,0 days 08:02:00.000000000,VS16,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Mar-2015,2015-03-26 20:57:00,2015-03-27 07:51:00,0 days 10:54:00.000000000,VS601,LHR,London,United Kingdom,51.4706,-0.461941,JNB,Johannesburg,South Africa,-26.1392,28.246,346,CC
Mar-2015,2015-03-28 19:10:00,2015-03-29 06:42:00,0 days 10:32:00.000000000,VS602,JNB,Johannesburg,South Africa,-26.1392,28.246,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Apr-2015,2015-04-02 12:29:00,2015-04-02 19:36:00,0 days 07:07:00.000000000,VS11,LHR,London,United Kingdom,51.4706,-0.461941,BOS,Boston,United States,42.36429977,-71.00520325,789,CC
Apr-2015,2015-04-04 02:00:00,2015-04-04 08:17:00,0 days 06:17:00.000000000,VS12,BOS,Boston,United States,42.36429977,-71.00520325,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Apr-2015,2015-04-07 20:01:00,2015-04-08 07:08:00,0 days 11:07:00.000000000,VS601,LHR,London,United Kingdom,51.4706,-0.461941,JNB,Johannesburg,South Africa,-26.1392,28.246,346,CC
Apr-2015,2015-04-09 18:25:00,2015-04-10 05:37:00,0 days 11:12:00.000000000,VS602,JNB,Johannesburg,South Africa,-26.1392,28.246,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Apr-2015,2015-04-13 10:43:00,2015-04-13 19:50:00,0 days 09:07:00.000000000,VS27,LGW,London,United Kingdom,51.148102,-0.190278,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,744,CC
Apr-2015,2015-04-14 22:41:00,2015-04-15 06:12:00,0 days 07:31:00.000000000,VS28,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,SNN,Shannon,Ireland,52.702,-8.92482,744,CC
Apr-2015,2015-04-14 07:10:00,2015-04-15 08:38:00,0 days 01:28:00.000000000,VS28,SNN,Shannon,Ireland,52.702,-8.92482,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Apr-2015,2015-04-18 08:15:00,2015-04-18 15:14:00,0 days 06:59:00.000000000,VS3,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,789,CC
Apr-2015,2015-04-19 22:30:00,2015-04-20 05:45:00,0 days 07:15:00.000000000,VS4,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Apr-2015,2015-04-23 12:24:00,2015-04-23 19:05:00,0 days 06:41:00.000000000,VS11,LHR,London,United Kingdom,51.4706,-0.461941,BOS,Boston,United States,42.36429977,-71.00520325,789,CC
Apr-2015,2015-04-25 01:50:00,2015-04-25 08:33:00,0 days 06:43:00.000000000,VS12,BOS,Boston,United States,42.36429977,-71.00520325,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
May-2015,2015-05-04 11:45:00,2015-05-04 19:13:00,0 days 07:28:00.000000000,VS111,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,333,CC
May-2015,2015-05-05 12:09:00,2015-05-05 19:19:00,0 days 07:10:00.000000000,VS26,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
May-2015,2015-05-13 13:58:00,2015-05-13 21:01:00,0 days 07:03:00.000000000,VS11,LHR,London,United Kingdom,51.4706,-0.461941,BOS,Boston,United States,42.36429977,-71.00520325,789,CC
May-2015,2015-05-15 01:50:00,2015-05-15 07:57:00,0 days 06:07:00.000000000,VS12,BOS,Boston,United States,42.36429977,-71.00520325,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
May-2015,2015-05-18 14:15:00,2015-05-19 01:26:00,0 days 11:11:00.000000000,VS250,LHR,London,United Kingdom,51.4706,-0.461941,PVG,Shanghai,China,31.143400192260746,121.80500030517578,346,CC
May-2015,2015-05-21 03:26:00,2015-05-21 16:28:00,0 days 13:02:00.000000000,VS251,PVG,Shanghai,China,31.143400192260746,121.80500030517578,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
May-2015,2015-05-25 10:26:00,2015-05-25 19:12:00,0 days 08:46:00.000000000,VS27,LGW,London,United Kingdom,51.148102,-0.190278,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,744,CC
May-2015,2015-05-26 22:28:00,2015-05-27 06:43:00,0 days 08:15:00.000000000,VS28,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
May-2015,2015-05-30 09:04:00,2015-05-30 16:35:00,0 days 07:31:00.000000000,VS3,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,744,CC
Jun-2015,2015-06-01 22:26:00,2015-06-02 04:52:00,0 days 06:26:00.000000000,VS4,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Jun-2015,2015-06-04 09:03:00,2015-06-04 17:15:00,0 days 08:12:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Jun-2015,2015-06-05 21:50:00,2015-06-06 05:13:00,0 days 07:23:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
